sh	depth	sourceId	sourceTerm	typeTerm	relationshipGroup	destinationTerm	pattern
PR	4	443243004	Percutaneous transhepatic insertion of catheter into biliary tract using radiologic guidance with contrast (procedure)	Procedure site - Indirect (attribute)	1	Biliary tract structure (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU']
PR	4	443243004	Percutaneous transhepatic insertion of catheter into biliary tract using radiologic guidance with contrast (procedure)	Has intent (attribute)	2	Guidance intent (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU']
PR	4	443243004	Percutaneous transhepatic insertion of catheter into biliary tract using radiologic guidance with contrast (procedure)	Method (attribute)	2	Radiographic imaging - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU']
PR	4	443243004	Percutaneous transhepatic insertion of catheter into biliary tract using radiologic guidance with contrast (procedure)	Procedure site - Direct (attribute)	2	Structure of brachiocephalic artery (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU']
PR	4	443243004	Percutaneous transhepatic insertion of catheter into biliary tract using radiologic guidance with contrast (procedure)	Using substance (attribute)	2	Contrast media (substance)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Is a (attribute)	0	Revision of vascular procedure (procedure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Access (attribute)	1	Open approach - access (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Direct morphology (attribute)	1	Arteriovenous fistula (morphologic abnormality)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Method (attribute)	1	Surgical action (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Procedure site - Direct (attribute)	1	Blood vessel structure (body structure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Revision status (attribute)	1	Revision - value (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Access (attribute)	2	Open approach - access (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Direct morphology (attribute)	2	Thrombus (morphologic abnormality)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Indirect morphology (attribute)	2	Arteriovenous fistula (morphologic abnormality)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Method (attribute)	2	Surgical removal - action (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443683004	Open revision of arteriovenous fistula using graft with removal of thrombus (procedure)	Procedure site - Direct (attribute)	2	Blood vessel structure (body structure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '363709002-BS', '405813007-BS']
PR	4	443986005	Quantitative measurement of pH in capillary blood specimen (procedure)	Component (attribute)	0	Hydrogen ion concentration (observable entity)	['116680003-PR', '116686009-SN', '246093002-OE', '260686004-QV', '370132008-QV']
PR	4	443986005	Quantitative measurement of pH in capillary blood specimen (procedure)	Has specimen (attribute)	0	Capillary blood specimen (specimen)	['116680003-PR', '116686009-SN', '246093002-OE', '260686004-QV', '370132008-QV']
PR	4	443986005	Quantitative measurement of pH in capillary blood specimen (procedure)	Is a (attribute)	0	pH measurement (procedure)	['116680003-PR', '116686009-SN', '246093002-OE', '260686004-QV', '370132008-QV']
PR	4	443986005	Quantitative measurement of pH in capillary blood specimen (procedure)	Method (attribute)	0	Measurement - action (qualifier value)	['116680003-PR', '116686009-SN', '246093002-OE', '260686004-QV', '370132008-QV']
PR	4	443986005	Quantitative measurement of pH in capillary blood specimen (procedure)	Scale type (attribute)	0	Quantitative (qualifier value)	['116680003-PR', '116686009-SN', '246093002-OE', '260686004-QV', '370132008-QV']
PR	4	444688002	Suspension and fixation of rectum to wall of vagina for prolapse of rectum (procedure)	Has focus (attribute)	0	Rectal prolapse (disorder)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '405814001-BS']
PR	4	444688002	Suspension and fixation of rectum to wall of vagina for prolapse of rectum (procedure)	Is a (attribute)	0	Proctopexy (procedure)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '405814001-BS']
PR	4	444688002	Suspension and fixation of rectum to wall of vagina for prolapse of rectum (procedure)	Method (attribute)	1	Fixation - action (qualifier value)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '405814001-BS']
PR	4	444688002	Suspension and fixation of rectum to wall of vagina for prolapse of rectum (procedure)	Procedure site - Direct (attribute)	1	Rectum structure (body structure)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '405814001-BS']
PR	4	444688002	Suspension and fixation of rectum to wall of vagina for prolapse of rectum (procedure)	Procedure site - Indirect (attribute)	1	Vaginal wall (body structure)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '405814001-BS']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Is a (attribute)	0	Procedure on ovary (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Direct substance (attribute)	1	Substance (substance)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Indirect morphology (attribute)	1	Cyst (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Method (attribute)	1	Drainage - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Procedure site - Indirect (attribute)	1	Ovarian structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Using access device (attribute)	1	Laparoscope, device (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Direct morphology (attribute)	2	Cyst (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Method (attribute)	2	Incision - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Procedure site - Direct (attribute)	2	Ovarian structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	445168005	Laparoscopic incision and drainage of cyst of ovary (procedure)	Using access device (attribute)	2	Laparoscope, device (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '363701004-SU', '363709002-BS', '405813007-BS', '405814001-BS', '425391005-PO']
PR	4	446117002	Surgical exposure of impacted tooth (procedure)	Is a (attribute)	0	Surgical exposure of tooth (procedure)	['116680003-PR', '260686004-QV', '363709002-BS', '405813007-BS', '405814001-BS']
PR	4	446117002	Surgical exposure of impacted tooth (procedure)	Indirect morphology (attribute)	1	Impacted tooth (morphologic abnormality)	['116680003-PR', '260686004-QV', '363709002-BS', '405813007-BS', '405814001-BS']
PR	4	446117002	Surgical exposure of impacted tooth (procedure)	Method (attribute)	1	Incision - action (qualifier value)	['116680003-PR', '260686004-QV', '363709002-BS', '405813007-BS', '405814001-BS']
PR	4	446117002	Surgical exposure of impacted tooth (procedure)	Procedure site - Direct (attribute)	1	Gingival structure (body structure)	['116680003-PR', '260686004-QV', '363709002-BS', '405813007-BS', '405814001-BS']
PR	4	446117002	Surgical exposure of impacted tooth (procedure)	Procedure site - Indirect (attribute)	1	Tooth structure (body structure)	['116680003-PR', '260686004-QV', '363709002-BS', '405813007-BS', '405814001-BS']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Is a (attribute)	0	Laparoscopy (procedure)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Method (attribute)	1	Inspection - action (qualifier value)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Procedure site - Direct (attribute)	1	Abdominal cavity structure (body structure)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Using device (attribute)	1	Laparoscope, device (physical object)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Method (attribute)	2	Irrigation - action (qualifier value)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Procedure site - Direct (attribute)	2	Peritoneal cavity structure (body structure)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Using access device (attribute)	2	Laparoscope, device (physical object)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	450435004	Laparoscopy and peritoneal lavage (procedure)	Using substance (attribute)	2	Irrigating solution (substance)	['116680003-PR', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU', '425391005-PO']
PR	4	46467001	Photochemotherapy with psoralens and ultraviolet A (procedure)	Is a (attribute)	0	Photochemotherapy (procedure)	['116680003-PR', '260686004-QV', '363701004-SU', '424244007-PF']
PR	4	46467001	Photochemotherapy with psoralens and ultraviolet A (procedure)	Method (attribute)	1	Therapy - action (qualifier value)	['116680003-PR', '260686004-QV', '363701004-SU', '424244007-PF']
PR	4	46467001	Photochemotherapy with psoralens and ultraviolet A (procedure)	Using energy (attribute)	1	Ultraviolet radiation (physical force)	['116680003-PR', '260686004-QV', '363701004-SU', '424244007-PF']
PR	4	46467001	Photochemotherapy with psoralens and ultraviolet A (procedure)	Direct substance (attribute)	2	Psoralen (substance)	['116680003-PR', '260686004-QV', '363701004-SU', '424244007-PF']
PR	4	46467001	Photochemotherapy with psoralens and ultraviolet A (procedure)	Method (attribute)	2	Administration - action (qualifier value)	['116680003-PR', '260686004-QV', '363701004-SU', '424244007-PF']
PR	4	47616002	White blood cell localization, whole body (procedure)	Has specimen (attribute)	0	Whole blood sample (specimen)	['116680003-PR', '116686009-SN', '260686004-QV', '405813007-BS', '424361007-SU']
PR	4	47616002	White blood cell localization, whole body (procedure)	Is a (attribute)	0	Radionuclide studies in hematology (procedure)	['116680003-PR', '116686009-SN', '260686004-QV', '405813007-BS', '424361007-SU']
PR	4	47616002	White blood cell localization, whole body (procedure)	Is a (attribute)	0	Radioisotope study of hematopoietic system (procedure)	['116680003-PR', '116686009-SN', '260686004-QV', '405813007-BS', '424361007-SU']
PR	4	47616002	White blood cell localization, whole body (procedure)	Method (attribute)	1	Radionuclide imaging - action (qualifier value)	['116680003-PR', '116686009-SN', '260686004-QV', '405813007-BS', '424361007-SU']
PR	4	47616002	White blood cell localization, whole body (procedure)	Procedure site - Direct (attribute)	1	Entire body as a whole (body structure)	['116680003-PR', '116686009-SN', '260686004-QV', '405813007-BS', '424361007-SU']
